resource_id,title,topic_ids,resource_format,resource_type,year,date_added,date_updated,pdf_upload,pdf_html_url,summary,thumbnail,thumbnail_alt_tag,thumbnail_url,issue_year,keywords
1634,CAHRS Quarterly on Total Rewards - Winter 2022,2,pdf,News,2022,01/24/2022,01/24/2022,2f4710e6-138b-4a3e-b74f-8552ad19a710.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=2f4710e6-138b-4a3e-b74f-8552ad19a710.pdf,,763206cd-3f64-4513-ad22-017e7a594301.jpg,money,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=763206cd-3f64-4513-ad22-017e7a594301.jpg,2022,"total rewards, pay, compensation"
1721,CAHRS Quarterly on Total Rewards - Spring 2022,2,pdf,News,2022,05/04/2022,05/04/2022,3f69c41e-632e-4130-8cb6-c9548a5f5ed3.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=3f69c41e-632e-4130-8cb6-c9548a5f5ed3.pdf,,47b50313-0ebf-4d4a-b116-abcb74e9879a.jpg,money,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=47b50313-0ebf-4d4a-b116-abcb74e9879a.jpg,2022,"total rewards, pay, compensation"
1761,CAHRS Quarterly on Total Rewards - Summer 2022,2,pdf,News,2022,07/11/2022,07/11/2022,0e881a26-73a3-4297-a13d-dfce165ec9c9.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=0e881a26-73a3-4297-a13d-dfce165ec9c9.pdf,,d963d1a8-d697-46a8-b9d6-8bcad71f7b26.jpg,money,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=d963d1a8-d697-46a8-b9d6-8bcad71f7b26.jpg,2022,"total rewards, pay, compensation"
881,"What Are Large Companies Really Doing About Pay Equity, if Anything?",2,link,Student Papers,2018,04/15/2019,10/03/2019,,https://digitalcommons.ilr.cornell.edu/student/193/,"student research answers the question What Are Large Companies Really Doing About Pay Equity, if Anything?",,"student research answers the question What Are Large Companies Really Doing About Pay Equity, if Anything?",http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"large companies, large firms, pay equity, pay, equal pay, Gender/Sexual Orientation, Pay Structures "
883,What Are Some Best Practices For Managing Long-Term Incentive Plans (LTIP) During M&A Activity and What Impact do LTIPs Have on Employees?,2,link,Student Papers,2018,04/15/2019,10/03/2019,,https://digitalcommons.ilr.cornell.edu/student/203/,student research answers the question What Are Some Best Practices For Managing Long-Term Incentive Plans (LTIP) During M&A Activity and What Impact do LTIPs Have on Employees?,,student research answers the question What Are Some Best Practices For Managing Long-Term Incentive Plans (LTIP) During M&A Activity and What Impact do LTIPs Have on Employees?,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"long-term incentive plans, LTIP, M&amp;A, mergers and acquisitions, employee engagement, Reward Systems/Incentives/Benefits, Executive Compensation    Incentives, Pay Structures, Cross-cultural HR, Expatriate Assignments, Globalization , International HR, Multinational HR "
885,What Are Best Practices Relating to Counter-Offers?,2,link,Student Papers,2018,04/15/2019,10/03/2019,,https://digitalcommons.ilr.cornell.edu/student/194/,student research answers the question What Are Best Practices Relating to Counter-Offers?,,student research answers the question What Are Best Practices Relating to Counter-Offers?,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"counter offers, total rewards, compensationk, 13. Compensation, Reward Systems/Incentives/Benefits, Executive Compensation, Idiosyncratic Deals, Incentives "
1828,What do HR Professionals Need to Know to Support Employee Well-Being in a Post COVID World,2,link,Student Papers,2023,12/23/2022,01/26/2023,,https://ecommons.cornell.edu/handle/1813/112760,,,,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"well-being, wellness, work-life balance, stress, health"
1228,Incentives and Ethics,2,link,Videos,2020,05/22/2020,05/22/2020,,https://vod.video.cornell.edu/media/t/1_mduv83c2,,,,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"Incentives, ethics, total rewards, rewards"
1434,Promoting Mental Health and Well-Being at Work: The Role of the Manager ,2,pdf,White Papers,2021,02/03/2021,02/03/2021,6570f2f1-5a77-4443-b841-d00da57fabbb.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6570f2f1-5a77-4443-b841-d00da57fabbb.pdf,,,Promoting Mental Health and Well-Being at Work ,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"Work/Life &amp; Wellbeing (change from Work/Life Balance), Burnout, Emotional Labor, Employee Assistance Programs, Flexibility, Health, Stress, Well-being, Wellness Work and family Work-Life Balance "
1377,The Impact of COVID-19 on Employee Health and Well-Being,2,pdf,Working Group Summaries,2020,09/25/2020,09/25/2020,460735a1-eec5-4267-ba5d-8d185498c341.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=460735a1-eec5-4267-ba5d-8d185498c341.pdf,,,Impact of COVID-19 on employee health and well-being,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"Employee Attitudes, Affect/Emotions/Mood , Engagement, Psychological Contracts, Trust, Work/Life &amp; Wellbeing , Burnout, Emotional Labor, Flexibility, Heath, Stress, Well-being, Wellness, Work and family, Work-Life Balance "
1317,CAHRS Quarterly on Diversity and Inclusion - Spring 2020,3,pdf,News,2020,07/08/2020,07/24/2020,12e540fe-e61e-4ef5-a5b0-ac64abf263b9.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=12e540fe-e61e-4ef5-a5b0-ac64abf263b9.pdf,,62a7b7fd-cb04-4b3f-ac0e-512f8229f644.jpg,,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=62a7b7fd-cb04-4b3f-ac0e-512f8229f644.jpg,2020,
1325,CAHRS Quarterly on Diversity and Inclusion - Summer 2020,3,pdf,News,2020,07/14/2020,07/24/2020,4e4deaf0-836b-4d29-a4ae-91e40f0cc24a.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=4e4deaf0-836b-4d29-a4ae-91e40f0cc24a.pdf,,5e7d49b2-8735-47fb-8d3b-0c9d1d8f6f8b.jpg,black and white people shaking hands,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=5e7d49b2-8735-47fb-8d3b-0c9d1d8f6f8b.jpg,2020,
1506,CAHRS Quarterly on Diversity and Inclusion - Spring 2021,3,pdf,News,2021,04/20/2021,04/20/2021,14706c82-521e-44c5-a544-6fde306e927e.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=14706c82-521e-44c5-a544-6fde306e927e.pdf,,401850db-25ba-4fd9-a890-9cf093eafe65.jpg,diversity,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=401850db-25ba-4fd9-a890-9cf093eafe65.jpg,2021,
1582,CAHRS Quarterly on Diversity and Inclusion - Summer 2021,3,pdf,News,2021,08/04/2021,08/04/2021,1170311d-f402-4889-8d13-048d9d12e52d.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=1170311d-f402-4889-8d13-048d9d12e52d.pdf,,9684b837-3db3-4791-8d09-c9dac0df9c32.jpg,diversity,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9684b837-3db3-4791-8d09-c9dac0df9c32.jpg,2021,
1603,CAHRS Quarterly on Diversity and Inclusion - Fall 2021,3,pdf,News,2021,10/20/2021,01/24/2022,54f9455b-fa1e-4c13-aa26-a3742c25fcbb.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=54f9455b-fa1e-4c13-aa26-a3742c25fcbb.pdf,,f836f181-dcdc-474d-9ab3-a7ac98dc9d5e.jpg,diversity,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=f836f181-dcdc-474d-9ab3-a7ac98dc9d5e.jpg,2021,
1720,CAHRS Quarterly on Diversity and Inclusion - Spring 2022,3,pdf,News,2022,05/04/2022,05/04/2022,f3189655-deba-424b-8af7-a628cd6371bb.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=f3189655-deba-424b-8af7-a628cd6371bb.pdf,,68d5890a-fdaf-4a3b-b3b6-d44175a31eaa.jpg,diversity,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=68d5890a-fdaf-4a3b-b3b6-d44175a31eaa.jpg,2022,"diversity and inclusion, diversity, inclusion"
1760,CAHRS Quarterly on Diversity and Inclusion - Summer 2022,3,pdf,News,2022,07/11/2022,07/11/2022,3f83d818-a18a-448b-bf7d-af612e5851da.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=3f83d818-a18a-448b-bf7d-af612e5851da.pdf,,ec29ecd5-c034-48cc-8dbd-247bc48dc2ad.jpg,diversity,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=ec29ecd5-c034-48cc-8dbd-247bc48dc2ad.jpg,2022,"diversity and inclusion, diversity, inclusion"
1851,CAHRS Quarterly on Diversity and Inclusion - Spring 2023,3,pdf,News,2023,02/08/2023,08/10/2023,87c8409a-9bc9-4721-96b9-a9c36ba9f647.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=87c8409a-9bc9-4721-96b9-a9c36ba9f647.pdf,,728b0045-1d59-4624-9c04-9c8d767ff59c.jpg,diversity,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=728b0045-1d59-4624-9c04-9c8d767ff59c.jpg,2023,"diversity and inclusion, diversity, inclusion"
1913,CAHRS Quarterly on Diversity and Inclusion - Summer 2023,3,pdf,News,2023,08/10/2023,08/10/2023,922a00f6-47d0-40d9-83fa-5286cbc1d809.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=922a00f6-47d0-40d9-83fa-5286cbc1d809.pdf,,51955bb0-fa78-4370-8ea0-927816a6e5d1.jpg,diversity,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=51955bb0-fa78-4370-8ea0-927816a6e5d1.jpg,2023,"diversity and inclusion, diversity, inclusion"
1758,Communal Expectations Conflict with Autonomy Motives: The Western Drive for Autonomy Shapes Women's Negative Responses to Positive Gender Stereotypes ResearchBrief ,3,pdf,Research Links,2022,06/23/2022,06/24/2022,3b73ad23-e622-4c53-a61b-78274b75e957.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=3b73ad23-e622-4c53-a61b-78274b75e957.pdf,,,Communal Expectations with Autonomy Motives ,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"Diversity &amp; Inclusion, Comparable Worth, Discrimination, Diversity training, Equity, Harassment, Individual Differences, Abilities Affect/Emotions, Personality, Justice perceptions Gender "
1460,Is there a framework to determine a company's level of maturity when it comes to D&I?,3,video,Videos,2021,03/10/2021,03/11/2021,,https://www.youtube.com/watch?v=7cat-EP72Y0&list=PLdvxLwoHBNn9s9l-VFBRBvU5j_kP4kw1k&index=2,,ea6d207d-27c3-41d8-b9e3-d2936a02ec3e.jpg,What is the Value and Promise of D&I analytics and what's the current state in companies today?,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=ea6d207d-27c3-41d8-b9e3-d2936a02ec3e.jpg,0,"diversity, inclusion, equity"
1470,Where should companies just getting started with D&I start?,3,video,Videos,2021,03/10/2021,03/11/2021,,https://www.youtube.com/watch?v=uPb5F7cYmgM&list=PLdvxLwoHBNn9s9l-VFBRBvU5j_kP4kw1k&index=10,,92572683-4d1a-4764-90e5-8529b416163a.jpg,Where should companies just getting started with D&I start?,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=92572683-4d1a-4764-90e5-8529b416163a.jpg,0,"diversity, inclusion, equity"
1557,"The Next Evolution of Diversity, Equity & Inclusion",3,video,Videos,2021,06/21/2021,06/21/2021,,https://youtu.be/mmHZEhoaC78,,,"The Next Evolution of Diversity, Equity & Inclusion",http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"diversity, inclusion"
1458,Facilitating Constructive DE&I Conversations in the Workplace (session 2),3,pdf,Working Group Summaries,2021,03/10/2021,03/10/2021,f4d35f5b-836e-4054-b69a-279f97fc57f4.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=f4d35f5b-836e-4054-b69a-279f97fc57f4.pdf,,,DE&I Conversations in the Workplace,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"Diversity &amp; Inclusion, Diversity management, Diversity training, Equity, Race/Ethnicity, Justice perceptions "
1643,Building and Measuring Culture,3,pdf,Working Group Summaries,2021,01/24/2022,01/24/2022,616c17c2-8c9e-43b9-9fee-db14f7828604.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=616c17c2-8c9e-43b9-9fee-db14f7828604.pdf,,,,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"culture, strategy"
1698,Strategies for Recruiting Diverse Talent,3,pdf,Working Group Summaries,2022,03/08/2022,03/08/2022,06907d32-c4a6-47ab-8e50-3caf0d40143b.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=06907d32-c4a6-47ab-8e50-3caf0d40143b.pdf,,,Strategies for Recruiting Diverse Talent,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=,0,"Affirmative Action, Comparable Worth, Discrimination, Diversity management, Equity "
1318,CAHRS Quarterly on Employee Engagement - Spring 2020,4,pdf,News,2020,07/08/2020,07/24/2020,a541b03a-5f51-4ff3-8029-e428fc0a2480.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a541b03a-5f51-4ff3-8029-e428fc0a2480.pdf,,506178e6-81b0-44e3-8638-ac4e709cac1d.jpg,employee engagement quarterly,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=506178e6-81b0-44e3-8638-ac4e709cac1d.jpg,2020,
1326,CAHRS Quarterly on Employee Engagement - Summer 2020,4,pdf,News,2020,07/14/2020,07/24/2020,f037fc4f-a21b-41e0-a2d2-8ac27dc6309f.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=f037fc4f-a21b-41e0-a2d2-8ac27dc6309f.pdf,,7b599ab5-cf04-45b2-a281-9c7431e79646.jpg,people high fiving,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7b599ab5-cf04-45b2-a281-9c7431e79646.jpg,2020,
1425,CAHRS Quarterly on Employee Engagement - Winter 2021,4,pdf,News,2021,01/14/2021,01/14/2021,f66923db-2e8e-4220-8199-e370c847cbff.pdf,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=f66923db-2e8e-4220-8199-e370c847cbff.pdf,,ff9cbeaa-2b3f-4710-9467-bdc25d60d13b.jpg,employee engagement winter quarterly,http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=ff9cbeaa-2b3f-4710-9467-bdc25d60d13b.jpg,2021,
